tsne_1 tsne_2 label subject_code visual_run_index
-42.02872086 12.86369896 0 19 613
-39.54301071 15.73319626 0 19 614
-37.10579681 17.96497726 0 19 615
-27.45619774 18.42632866 0 19 616
-24.12998581 16.20170212 0 19 617
-22.80926323 14.92023563 0 19 618
-25.23836327 -5.29661417 0 19 619
-27.89500427 -6.80577850 0 19 620
-31.91425514 -6.40261555 0 19 621
-35.81532288 -3.90449691 0 19 622
-37.76299667 -1.83942258 0 19 623
-40.07705307 0.12351058 0 19 624
-42.80042267 11.79343891 0 19 625
-41.78594971 13.83980274 0 19 626
-41.13305283 14.54543686 0 19 627
-38.08155823 16.43500519 0 19 628
-36.90620041 17.45850754 0 19 629
-27.94902802 18.70479965 0 19 630
-24.65362358 16.50563049 0 19 631
-22.67053413 15.76224709 0 19 632
-25.36579704 -4.89664030 0 19 633
-28.49729729 -7.53802729 0 19 634
-32.57539368 -5.71855879 0 19 635
-36.86552429 -3.31376052 0 19 636
-39.81280899 -0.06689078 0 19 637
-42.29887772 14.63765144 0 19 638
-37.92701721 19.30019188 0 19 639
-28.22231293 19.37809372 0 19 640
-22.72379112 14.98387432 0 19 641
-27.49156189 -7.00970745 0 19 642
-34.81229019 -4.42853498 0 19 643
-39.55822372 -1.80710709 0 19 644
-42.69746017 12.88586140 0 19 645
-38.18287277 17.18463135 0 19 646
-27.98562241 18.42525673 0 19 647
-23.80424309 15.84737587 0 19 648
-24.11012459 -4.72063208 0 19 649
-28.15450859 -6.55391788 0 19 650
-31.68008804 -6.40751362 0 19 651
-36.00162125 -3.83497858 0 19 652
-38.83437347 -1.52084577 0 19 653
-42.04666901 12.73099327 0 19 654
-39.64039230 15.77284908 0 19 655
-36.94676971 18.07651711 0 19 656
-27.37924194 18.42648888 0 19 657
-23.47810555 15.44633961 0 19 658
-24.86461830 -4.45593739 0 19 659
-25.13461685 -6.21579409 0 19 660
-28.39382362 -7.17688227 0 19 661
-32.37408829 -5.96845388 0 19 662
-36.57714462 -3.70150161 0 19 663
-39.74473572 -0.35071707 0 19 664
-42.86069489 11.76835823 0 19 665
-37.89809799 17.07864380 0 19 666
-27.65572548 17.99456024 0 19 667
-23.83198738 15.44264412 0 19 668
-24.85222816 -5.36522436 0 19 669
-28.85461044 -7.12846613 0 19 670
-34.86230087 -4.88211823 0 19 671
-38.75048447 -2.61014819 0 19 672
-43.31924820 11.53073502 0 19 673
-29.74554253 -1.71143484 0 22 674
-37.46857452 -4.87499285 0 22 675
-36.21557236 -5.01907825 0 22 676
-36.81327438 -6.29366732 0 22 677
-35.23832703 -5.84875584 0 22 678
-31.32594681 -4.79919291 0 22 679
-29.27329063 -8.40211773 0 22 680
-25.61347961 -7.21535015 0 22 681
21.39997101 -25.50998688 0 22 682
33.26340866 -15.07975006 0 22 683
22.77029610 19.22417068 0 22 684
-27.55174637 17.72743034 0 22 685
-32.60522079 18.90380478 0 22 686
-35.23881531 19.03748512 0 22 687
-38.66711426 15.24004936 0 22 688
-43.11311722 14.85407257 0 22 689
-43.77041245 15.03248215 0 22 690
22.05266190 6.53843737 0 22 691
-37.08605194 -2.62340188 0 22 692
-35.98675537 -3.67596841 0 22 693
-34.34200287 -2.74425554 0 22 694
-32.87869644 -7.00713110 0 22 695
-31.21046066 -6.54089832 0 22 696
-28.70760536 -6.88401508 0 22 697
-27.05322838 -6.67600679 0 22 698
-27.38823700 -4.40474892 0 22 699
-23.35584831 -4.52272463 0 22 700
-24.68967819 -3.59772682 0 22 701
-24.25389862 14.89038754 0 22 702
-24.84520912 15.93591595 0 22 703
-26.23509979 16.56410408 0 22 704
-27.27416039 17.19102669 0 22 705
-29.07114410 17.41240311 0 22 706
-29.42334747 18.72996330 0 22 707
-26.52222633 18.63198090 0 22 708
-28.55759239 17.31305313 0 22 709
-28.98972702 17.88174248 0 22 710
-28.28859711 17.23910332 0 22 711
-29.08287048 19.69223022 0 22 712
-26.49361038 18.86144638 0 22 713
-25.67979431 17.02118683 0 22 714
-22.47151184 13.71337891 0 23 715
-13.38901806 -2.28128839 0 23 716
-17.73134422 -7.09341145 0 23 717
-23.43423080 -8.24653053 0 23 718
-27.46274757 -8.67804146 0 23 719
-33.49328232 -4.57690382 0 23 720
-34.89666367 -3.35062385 0 23 721
-36.53465652 -2.16129565 0 23 722
-38.26428604 0.61018926 0 23 723
-41.37554169 10.13470268 0 23 724
